,HorseName,HorseOrigin,Age,YearOfBirth,Color,Sex,H_SeasonalStake,H_TotalStake,H_1st,H_2nd,H_3rd,H_Total,Trainer,CurrentRating,StartofTheSeasonRating
0,一代天嬌,澳洲,4,2018,棗,雌,"$103,500","$103,500",0,0,0,1,大衛希斯,80,80
1,一先生,愛爾蘭,4,2018,栗,閹,"$2,722,750","$3,523,450",1,2,2,11,姚本輝,84,77
2,一定美麗,澳洲,6,2016,棗,閹,$0,"$4,646,650",3,2,2,30,蔡約翰,77,84
3,一樣滿意,紐西蘭,5,2017,棗,閹,$0,"$228,800",0,1,0,5,呂健威,48,48
4,一澤千金,巴西,4,2018,棗,閹,$0,$0,0,0,0,4,沈集成,42,44
5,一簾風月,愛爾蘭,3,2019,灰,閹,$0,$0,0,0,0,8,伍鵬志,51,65
6,一絕,澳洲,4,2018,棗／棕,閹,"$64,800","$64,800",0,0,0,3,賀賢,48,49
7,一舖到位,法國,4,2018,深棗,閹,$0,"$265,200",0,1,0,7,姚本輝,45,49
8,一舖成名,澳洲,8,2014,棗,閹,"$846,450","$5,367,020",6,4,5,57,葉楚航,39,32
9,一舖縱橫,澳洲,8,2014,棗,閹,"$302,400","$4,771,750",5,2,1,54,葉楚航,49,49
10,三代同心,愛爾蘭,3,2019,棗,閹,$0,$0,0,0,0,1,告東尼,65,65
11,三劍俠,愛爾蘭,4,2018,棗,閹,"$739,800","$776,200",1,0,1,15,徐雨石,48,42
12,三圓䮭影,英國,3,2019,棗,閹,$0,$0,0,0,0,0,伍鵬志,,
13,三江飛輪,愛爾蘭,4,2018,棗,閹,"$2,083,000","$2,357,750",1,0,1,15,韋達,75,73
14,上市魅力,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,蘇偉賢,52,52
15,上校,紐西蘭,6,2016,棕,閹,"$275,400","$3,305,440",2,4,5,42,姚本輝,45,48
16,上浦精選,紐西蘭,4,2018,灰,閹,$0,$0,0,0,0,2,呂健威,49,52
17,上駿之星,澳洲,5,2017,棗,閹,"$2,318,250","$6,877,300",4,0,0,15,沈集成,99,91
18,不可擋,紐西蘭,4,2018,棗,閹,"$248,400","$1,702,400",1,2,4,13,韋達,56,54
19,世澤歆星,紐西蘭,5,2017,棗,閹,"$426,600","$1,548,000",0,4,2,14,丁冠豪,52,51
20,世界籐王,紐西蘭,3,2019,栗,閹,$0,$0,0,0,0,0,黎昭昇,52,52
21,世紀明達,澳洲,4,2018,栗,閹,$0,$0,0,0,0,1,丁冠豪,52,52
22,中華叻叻,澳洲,4,2018,栗,閹,$0,$0,0,0,0,4,徐雨石,40,43
23,中華威威,澳洲,7,2015,棗,閹,"$124,200","$3,574,210",3,5,4,42,徐雨石,43,48
24,中華盛景,澳洲,5,2017,棗,閹,"$762,300","$7,296,800",3,4,2,18,告東尼,100,98
25,中華英雄,澳洲,3,2019,棗,雄,"$37,800","$135,550",0,0,1,4,大衛希斯,50,53
26,久久為攻,澳洲,4,2018,栗,閹,"$995,760","$1,671,760",1,3,1,13,大衛希斯,54,48
27,久久為王,澳洲,4,2018,棗,閹,"$30,188","$30,188",0,0,0,3,賀賢,60,64
28,九秒九,紐西蘭,5,2017,棗,閹,"$124,200","$124,200",0,0,1,4,方嘉柏,48,49
29,九運,紐西蘭,5,2017,棗,閹,$0,"$400,350",0,1,0,4,葉楚航,63,63
30,九龍神駒,愛爾蘭,5,2017,棗,閹,"$162,000","$378,950",0,0,2,12,沈集成,48,56
31,事事利高,澳洲,2,2020,棗,閹,$0,$0,0,0,0,0,徐雨石,,
32,二話不說,紐西蘭,7,2015,棗,閹,$0,"$5,206,030",5,4,4,52,葉楚航,48,52
33,二雋,英國,5,2017,棗,閹,"$551,000","$4,396,800",3,3,6,21,蔡約翰,75,75
34,五邑之星,澳洲,6,2016,棗,閹,"$461,700","$1,070,900",1,2,0,17,徐雨石,34,32
35,亞機拉,英國,3,2019,灰,閹,$0,$0,0,0,0,0,告東尼,74,74
36,亞洲力量,紐西蘭,5,2017,栗,閹,"$76,950","$425,350",0,1,1,12,黎昭昇,35,37
37,亞洲籐王,澳洲,5,2017,棗,閹,"$1,090,800","$1,246,800",1,2,1,9,黎昭昇,53,43
38,亟多福,澳洲,4,2018,棕,閹,$0,"$59,500",0,0,0,9,苗禮德,30,37
39,人和家盛,愛爾蘭,6,2016,棕,閹,"$405,000","$3,677,870",2,4,5,35,沈集成,55,55
40,人和家興,澳洲,6,2016,棗,閹,$0,"$4,504,800",4,2,1,17,大衛希斯,75,75
41,仁仁之寶,紐西蘭,4,2018,栗,閹,"$301,875","$1,123,475",1,0,2,8,蘇偉賢,61,60
42,仍然贏,澳洲,7,2015,栗,閹,"$141,750","$2,188,150",1,5,3,26,蘇偉賢,36,39
43,令才,南非,6,2016,棗,閹,"$1,355,400","$2,732,000",3,3,2,32,伍鵬志,62,51
44,以戰得勝,紐西蘭,6,2016,棕,閹,"$301,875","$1,565,725",1,0,2,15,羅富全,68,70
45,仲得威,紐西蘭,6,2016,棗,閹,$0,"$590,200",0,1,2,21,容天鵬,23,30
46,伊臣,澳洲,4,2018,栗,閹,"$92,400","$3,394,600",3,3,0,11,羅富全,82,83
47,伶俐驫駒,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,容天鵬,52,52
48,但求快活,愛爾蘭,4,2018,灰,閹,"$361,800","$361,800",0,1,1,12,伍鵬志,51,50
49,佐治勇駒,澳洲,5,2017,栗,閹,"$162,000","$1,295,650",0,2,1,16,蘇偉賢,57,60
50,你知我勝,澳洲,5,2017,棗,閹,"$983,250","$4,433,300",5,0,3,20,姚本輝,78,73
51,你知我拼,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,姚本輝,52,52
52,佳尊三,美國,5,2017,棕,閹,"$461,700","$786,400",1,0,1,26,蘇偉賢,39,35
53,佳景臨門,澳洲,3,2019,栗,雄,$0,$0,0,0,0,0,葉楚航,52,52
54,佳知巷聞,澳洲,4,2018,棕,閹,$0,$0,0,0,0,0,姚本輝,52,52
55,佳福駒,愛爾蘭,3,2019,栗,閹,$0,$0,0,0,0,1,丁冠豪,68,68
56,佳運發,紐西蘭,5,2017,棗,閹,"$60,375","$1,291,735",1,2,0,9,大衛希斯,59,62
57,佳運財,澳洲,5,2017,棗,閹,"$1,759,075","$7,499,075",6,0,2,15,大衛希斯,98,93
58,俏芳華,紐西蘭,5,2017,棕,閹,"$507,500","$7,454,200",6,1,1,18,羅富全,84,86
59,俏郎中,紐西蘭,3,2019,棗,閹,"$64,800","$64,800",0,0,0,2,韋達,50,52
60,保羅承傳,澳洲,6,2016,棗,閹,"$2,090,000","$9,138,405",7,6,2,33,羅富全,91,86
61,俠客行,澳洲,4,2018,栗,閹,$0,$0,0,0,0,1,伍鵬志,66,66
62,信威王子,南非,7,2015,棕,閹,$0,$0,0,0,0,16,徐雨石,31,33
63,信心之選,愛爾蘭,4,2018,棗,閹,"$532,000","$1,788,000",1,1,2,9,沈集成,73,72
64,信心滿滿,澳洲,6,2016,棗,閹,"$275,400","$1,932,500",3,2,0,27,呂健威,43,44
65,倍增勝數,澳洲,5,2017,灰,閹,"$554,850","$762,850",1,1,1,17,大衛希斯,45,38
66,健康之星,紐西蘭,3,2019,棗,閹,"$64,800","$64,800",0,0,0,1,告東尼,52,52
67,健康在望,澳洲,7,2015,棗,閹,"$228,000","$6,968,990",5,2,10,47,苗禮德,67,68
68,健康心靈,澳洲,4,2018,棗,閹,"$399,600","$399,600",0,1,1,8,沈集成,45,46
69,健康快駒,紐西蘭,5,2017,棗,閹,"$2,291,000","$8,933,050",6,2,2,14,蔡約翰,97,89
70,健康愉快,澳洲,6,2016,棗／棕,閹,"$858,000","$16,660,500",4,2,1,19,羅富全,107,107
71,健康第一,澳洲,6,2016,棗,閹,"$253,800","$1,058,450",0,2,3,25,大衛希斯,49,54
72,健康馬,紐西蘭,5,2017,棗,閹,"$37,800","$968,600",0,3,1,12,賀賢,52,53
73,傑出漢子,澳洲,4,2018,栗,閹,$0,$0,0,0,0,1,呂健威,63,63
74,傲龍駒,澳洲,6,2016,棕,閹,"$64,800","$2,637,500",4,2,2,23,容天鵬,43,49
75,傳奇大師,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,呂健威,52,52
76,優悠俠,澳洲,4,2018,棗,閹,$0,$0,0,0,0,1,伍鵬志,52,52
77,優達星,紐西蘭,7,2015,棗,閹,"$237,600","$908,405",1,1,2,14,丁冠豪,43,44
78,元朗之星,紐西蘭,7,2015,棕,閹,$0,"$2,768,950",1,4,1,37,文家良,40,47
79,先進多多,愛爾蘭,2,2020,棗,雄,$0,$0,0,0,0,0,蘇偉賢,,
80,光年八十,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,容天鵬,64,64
81,光明先驅,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,3,葉楚航,56,58
82,全城帶勝,紐西蘭,3,2019,棕,閹,$0,$0,0,0,0,0,蘇偉賢,52,52
83,全才,愛爾蘭,8,2014,棗,閹,"$426,600","$5,959,350",2,9,3,52,葉楚航,49,54
84,全民佳知,法國,6,2016,棗,閹,$0,"$4,183,150",3,4,1,42,姚本輝,63,67
85,八仟師,澳洲,5,2017,栗,閹,"$436,500","$8,141,900",5,0,2,12,羅富全,109,110
86,八卦,澳洲,7,2015,棗,閹,$0,"$5,739,705",6,5,2,44,徐雨石,66,69
87,八威小子,英國,3,2019,棕,閹,"$37,800","$100,200",0,0,0,9,賀賢,51,55
88,八心之威,澳洲,6,2016,栗,閹,"$1,043,625","$4,741,825",6,0,5,28,韋達,76,68
89,八心八箭,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,伍鵬志,69,69
90,八采,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,6,徐雨石,35,40
91,八駿巨昇,澳洲,3,2019,棗,閹,"$675,975","$675,975",1,0,0,2,告東尼,66,52
92,其利斷金,紐西蘭,7,2015,栗,閹,"$93,150","$4,238,678",4,2,5,44,葉楚航,38,42
93,其藝先鋒,澳洲,5,2017,棗,閹,$0,"$675,100",0,1,1,12,丁冠豪,67,71
94,冠寶駒,紐西蘭,6,2016,棗,閹,"$983,250","$5,284,130",5,3,2,25,苗禮德,71,66
95,冠軍名駒,澳洲,6,2016,棗,閹,$0,"$535,000",0,2,0,15,葉楚航,32,37
96,冰雪奇遇,澳洲,6,2016,棗,閹,"$783,900","$2,460,500",3,1,2,17,容天鵬,67,61
97,凌厲,澳洲,4,2018,棕,閹,"$615,600","$615,600",1,0,0,2,蔡約翰,59,52
98,凱旋再來,澳洲,4,2018,栗,閹,$0,"$228,800",0,1,0,6,羅富全,47,53
99,凱旋時光,澳洲,3,2019,栗,閹,$0,$0,0,0,0,0,羅富全,67,67
100,前風,澳洲,5,2017,棗,閹,$0,"$1,049,550",1,0,2,20,徐雨石,52,57
101,創奇蹟,澳洲,4,2018,棕,閹,"$302,400","$302,400",0,1,0,8,文家良,40,40
102,創建群英,紐西蘭,6,2016,棗,閹,"$124,200","$462,200",0,0,3,17,丁冠豪,38,44
103,創福威,澳洲,5,2017,棕,閹,"$461,700","$521,700",1,0,0,13,黎昭昇,29,24
104,創科盛世,紐西蘭,4,2018,棕,閹,$0,$0,0,0,0,0,容天鵬,52,52
105,創高峰,南非,6,2016,栗,閹,"$28,350","$987,340",1,1,1,20,苗禮德,31,38
106,劍在九天,澳洲,6,2016,棗,閹,"$368,550","$1,385,850",0,4,5,29,沈集成,23,26
107,劍聶風,澳洲,9,2013,栗,閹,$0,"$4,820,250",5,6,4,66,鄭俊偉,27,35
108,功夫茶,紐西蘭,7,2015,棕,閹,"$237,600","$2,434,300",3,3,2,25,賀賢,48,51
109,加州一寶,澳洲,5,2017,棗,閹,"$103,500","$1,689,200",1,2,0,6,告東尼,74,74
110,加州凱歌,澳洲,7,2015,棗,閹,$0,"$4,489,350",3,3,3,32,告東尼,64,70
111,加州前程,愛爾蘭,4,2018,棗,閹,$0,"$91,350",0,0,0,10,告東尼,52,56
112,加州十大,愛爾蘭,5,2017,栗,閹,"$101,500","$3,939,400",2,3,2,22,告東尼,87,89
113,加州威勝,澳洲,4,2018,棗,閹,"$1,098,600","$2,331,000",2,3,1,13,告東尼,64,57
114,加州得力,澳洲,3,2019,棗,閹,"$2,996,688","$2,996,688",2,0,0,3,告東尼,76,63
115,加州得迅,澳洲,6,2016,栗,閹,$0,"$10,058,000",3,7,5,31,告東尼,93,98
116,加州星球,愛爾蘭,4,2018,棗,閹,"$23,773,000","$48,878,300",9,5,0,14,告東尼,129,111
117,加州紅森,愛爾蘭,4,2018,棗,閹,"$379,500","$779,850",0,2,0,4,告東尼,67,66
118,加州雷電,澳洲,6,2016,棗,閹,$0,"$9,303,435",6,3,5,35,告東尼,79,81
119,加非凡,澳洲,3,2019,栗,閹,$0,$0,0,0,0,0,黎昭昇,52,52
120,勁力十足,紐西蘭,5,2017,栗,閹,$0,"$3,832,350",4,1,0,23,韋達,68,71
121,勁叻仔,愛爾蘭,5,2017,棗,閹,"$853,200","$2,081,600",2,4,2,24,鄭俊偉,46,40
122,勁弗,澳洲,4,2018,棕,閹,"$93,150","$93,150",0,0,1,7,伍鵬志,40,42
123,勁得裕,澳洲,5,2017,棗,閹,$0,$0,0,0,0,10,徐雨石,19,28
124,勁快聯盟,澳洲,5,2017,栗,閹,"$361,800","$1,521,400",1,2,3,13,伍鵬志,56,54
125,勁才,澳洲,5,2017,棕,閹,"$1,564,050","$1,744,600",1,1,1,9,容天鵬,82,76
126,勁搏,澳洲,6,2016,栗,閹,"$350,000","$18,283,750",4,2,2,24,蔡約翰,100,105
127,勁無敵,紐西蘭,3,2019,棕,閹,$0,$0,0,0,0,0,羅富全,52,52
128,勁駒,澳洲,7,2015,棗,閹,"$418,000","$4,047,340",3,4,4,36,賀賢,66,68
129,勇冠群英,澳洲,3,2019,棗,雄,$0,$0,0,0,0,0,何良,52,52
130,勇創派對,紐西蘭,5,2017,棗,閹,"$60,375","$3,154,550",2,5,0,16,呂健威,73,76
131,勇威神駒,澳洲,3,2019,栗,閹,$0,$0,0,0,0,0,沈集成,52,52
132,勇戰神駒,智利,6,2016,棗,雄,"$1,254,000","$19,183,000",3,0,2,17,苗禮德,114,115
133,勇敢動力,紐西蘭,6,2016,棗,閹,$0,"$1,933,850",3,2,0,30,告東尼,34,39
134,勇敢夢想,澳洲,4,2018,棗,閹,"$891,000","$1,374,600",1,2,1,12,告東尼,52,44
135,勇敢巨星,澳洲,4,2018,棗,閹,"$237,600","$237,600",0,1,0,3,呂健威,53,51
136,勇猛神駒,巴西,7,2015,栗,閹,"$228,000","$12,362,750",3,7,2,40,沈集成,100,104
137,勇猛精靈,澳洲,4,2018,棕,閹,"$28,350","$147,950",0,0,1,14,告東尼,23,31
138,勇眼光,澳洲,5,2017,棗,閹,"$928,800","$2,698,800",2,2,7,22,大衛希斯,56,49
139,勇趣,愛爾蘭,5,2017,棗,閹,"$60,375","$1,777,875",1,2,2,20,高伯新,64,65
140,勇進齊心,澳洲,4,2018,棗,閹,"$124,200","$753,400",1,0,1,11,何良,45,45
141,動感先鋒,澳洲,4,2018,栗,閹,"$60,375","$60,375",0,0,0,2,呂健威,64,65
142,勝不驕,澳洲,5,2017,栗,閹,$0,"$5,376,600",3,3,0,9,呂健威,95,95
143,勝出風采,澳洲,3,2019,棗／棕,雌,$0,$0,0,0,0,0,丁冠豪,48,48
144,勝出魅力,英國,5,2017,棗,閹,"$56,700","$1,922,050",1,4,4,37,韋達,24,30
145,勝利之皇,法國,4,2018,栗,閹,"$64,800","$366,400",0,0,2,12,高伯新,50,58
146,勝利同盟,愛爾蘭,3,2019,棗,閹,$0,"$94,200",0,0,0,4,苗禮德,56,63
147,勝利才子,紐西蘭,5,2017,棗,閹,"$124,200","$1,766,800",1,4,2,13,方嘉柏,56,56
148,勝利猴王,澳洲,5,2017,棗,閹,$0,"$235,500",0,0,1,8,韋達,52,55
149,勝利神駒,澳洲,4,2018,棗,閹,$0,$0,0,0,0,2,葉楚航,50,52
150,勝利鐘聲,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,7,鄭俊偉,37,39
151,勝得出色,紐西蘭,4,2018,灰,閹,$0,"$3,131,350",3,2,1,11,蔡約翰,76,77
152,勝意龍,澳洲,5,2017,棕,閹,"$3,471,300","$5,292,000",4,2,1,19,蘇偉賢,88,64
153,勝神威,澳洲,4,2018,棗／棕,閹,$0,$0,0,0,0,2,黎昭昇,50,52
154,勤德兼備,紐西蘭,10,2012,棗,閹,"$333,500","$9,989,070",7,4,6,62,賀賢,79,80
155,勤德威力,澳洲,4,2018,棗,閹,$0,$0,0,0,0,3,賀賢,48,52
156,包裝全承,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,何良,52,52
157,包裝大獎,澳洲,5,2017,棕,閹,"$1,653,000","$8,061,800",6,3,1,15,何良,91,86
158,包裝大聖,紐西蘭,4,2018,棕,閹,"$124,200","$124,200",0,0,1,4,何良,46,51
159,包裝太保,澳洲,6,2016,棗,閹,$0,"$4,276,000",3,0,1,27,何良,73,82
160,包裝必勝,澳洲,4,2018,栗,閹,"$3,488,050","$5,804,050",5,0,1,7,呂健威,88,74
161,包裝旋風,英國,3,2019,棗,閹,$0,$0,0,0,0,0,方嘉柏,63,63
162,包裝智威,紐西蘭,5,2017,棗,閹,"$1,597,200","$4,390,600",1,1,2,9,呂健威,97,91
163,包裝禮物,澳洲,4,2018,棗／棕,閹,$0,$0,0,0,0,0,沈集成,52,52
164,包裝長勝,紐西蘭,5,2017,棕,閹,"$1,808,400","$6,924,900",5,2,1,12,沈集成,94,89
165,包裝風雲,澳洲,5,2017,棗,閹,"$836,000","$2,120,400",2,2,0,14,沈集成,69,65
166,包裝高勝,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,大衛希斯,52,52
167,北極光,紐西蘭,6,2016,棗,閹,"$3,114,650","$9,733,130",6,4,6,24,賀賢,95,90
168,十二馬,澳洲,6,2016,棕,閹,"$483,000","$4,894,345",3,6,3,29,蘇偉賢,66,66
169,十八掌,紐西蘭,4,2018,棕,閹,$0,$0,0,0,0,0,沈集成,52,52
170,卓諾人生,紐西蘭,5,2017,棕,閹,$0,"$94,200",0,0,0,8,葉楚航,52,62
171,協奏曲,澳洲,6,2016,栗,閹,"$124,200","$124,200",0,0,1,6,丁冠豪,40,41
172,南區寶,澳洲,6,2016,棗,閹,"$854,700","$8,033,230",7,3,1,33,羅富全,86,89
173,南區旺,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,羅富全,52,52
174,南征北戰,澳洲,3,2019,棕,閹,$0,$0,0,0,0,0,韋達,52,52
175,南莊之歌,澳洲,7,2015,棕,閹,"$819,375","$5,552,075",4,3,4,39,沈集成,74,72
176,南莊加好,澳洲,8,2014,棗,閹,"$426,600","$3,909,030",3,3,5,30,伍鵬志,47,50
177,南華之光,澳洲,5,2017,棗,閹,$0,"$119,600",0,0,1,4,丁冠豪,48,52
178,博愛之光,紐西蘭,6,2016,棕,閹,$0,"$372,320",0,1,1,12,丁冠豪,48,49
179,博愛先鋒,法國,3,2019,栗,閹,$0,$0,0,0,0,0,容天鵬,52,52
180,博才,愛爾蘭,3,2019,棗,雄,$0,$0,0,0,0,1,大衛希斯,71,71
181,又享耆成,紐西蘭,6,2016,棗,閹,"$124,200","$1,993,600",3,1,2,23,容天鵬,47,48
182,又龍串鳳,智利,5,2017,棗,閹,"$2,449,100","$2,533,100",2,0,0,9,告東尼,78,69
183,友德贏,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,0,告東尼,52,52
184,友心友型,澳洲,6,2016,棗,閹,"$617,550","$2,831,750",1,6,2,20,葉楚航,63,63
185,友港友笑,紐西蘭,7,2015,棗,閹,"$1,698,600","$4,923,250",2,7,2,26,蘇偉賢,66,55
186,友瑩日,澳洲,4,2018,棗,閹,$0,"$36,400",0,0,0,5,伍鵬志,42,42
187,友盈友福,美國,5,2017,棕,閹,$0,"$1,006,500",0,3,1,33,鄭俊偉,29,38
188,友誼至佳,澳洲,5,2017,棗／棕,閹,"$28,350","$694,050",1,0,1,14,韋達,40,40
189,可圈可点,愛爾蘭,3,2019,棗,閹,$0,$0,0,0,0,0,呂健威,63,63
190,叻加加,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,沈集成,52,52
191,各取所需,澳洲,7,2015,栗,閹,"$152,550","$3,354,650",1,5,7,40,韋達,38,45
192,合夥年代,澳洲,7,2015,栗,閹,"$124,200","$3,043,205",4,1,3,33,蘇偉賢,58,56
193,合夥精英,英國,4,2018,棗,閹,"$180,500","$1,491,450",0,3,1,11,沈集成,74,80
194,合夥芙蓉,紐西蘭,5,2017,棕,閹,$0,"$361,100",0,0,2,8,黎昭昇,58,61
195,合夥贛勁,澳洲,7,2015,棗,閹,$0,"$1,742,200",2,1,2,28,蘇偉賢,39,45
196,合夥雄心,澳洲,5,2017,棕,閹,"$163,875","$3,626,800",3,3,1,19,告東尼,73,76
197,合約精神,澳洲,6,2016,栗,閹,$0,"$4,226,300",4,3,1,26,羅富全,74,77
198,合衷共濟,澳洲,7,2015,棗,閹,"$1,598,850","$7,681,025",6,6,9,45,賀賢,71,60
199,合金之星,澳洲,7,2015,棗,閹,$0,"$964,540",1,2,1,22,容天鵬,25,25
200,合金皇,澳洲,6,2016,棗,閹,$0,"$1,129,850",2,0,2,26,丁冠豪,24,31
201,吉利大勝,澳洲,6,2016,棕,閹,"$93,150","$1,760,555",2,0,5,27,高伯新,34,37
202,吉吉利高,紐西蘭,3,2019,棗,閹,$0,"$484,500",1,0,0,3,何良,56,57
203,吉龍,澳洲,4,2018,棕,閹,"$1,598,850","$1,598,850",2,0,0,2,韋達,69,52
204,同喜囍,澳洲,4,2018,棕,閹,$0,$0,0,0,0,7,沈集成,31,31
205,同有友,澳洲,6,2016,棗,閹,"$847,800","$2,900,800",3,3,2,31,伍鵬志,51,50
206,同滿滿,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,黎昭昇,52,52
207,同盟力量,澳洲,7,2015,棗,閹,"$189,000","$3,828,840",4,2,5,49,姚本輝,42,46
208,同舟共濟,法國,4,2018,棗,閹,"$4,103,000","$6,465,850",3,2,1,14,沈集成,91,82
209,名門望族,巴西,5,2017,棗,閹,$0,$0,0,0,0,3,丁冠豪,66,68
210,向上游,澳洲,5,2017,栗,閹,"$93,150","$229,650",0,0,2,15,蘇偉賢,26,30
211,周遊列國,紐西蘭,4,2018,棗,閹,"$114,000","$114,000",0,0,0,5,賀賢,64,69
212,和氣生財,澳洲,6,2016,棗,閹,$0,"$6,393,000",4,1,3,22,徐雨石,93,102
213,哈哈大笑,英國,3,2019,棗,閹,$0,$0,0,0,0,0,高伯新,63,63
214,啱啱好,澳洲,5,2017,棕,閹,$0,"$2,623,600",3,0,3,11,羅富全,70,73
215,善傳萬里,澳洲,6,2016,棗,閹,"$237,600","$4,232,755",4,3,1,34,文家良,60,59
216,善傳香江,紐西蘭,4,2018,棗,閹,$0,"$655,200",1,0,0,7,文家良,55,56
217,善財到喇,澳洲,4,2018,棕,閹,$0,$0,0,0,0,5,呂健威,40,51
218,喜中喜,澳洲,4,2018,栗,閹,$0,$0,0,0,0,1,葉楚航,52,52
219,喜傲龍,紐西蘭,5,2017,栗,閹,$0,"$558,500",0,1,1,12,方嘉柏,56,60
220,喜勝威龍,澳洲,4,2018,棗,閹,$0,$0,0,0,0,3,大衛希斯,61,63
221,喜喜任務,澳洲,5,2017,棗,閹,$0,$0,0,0,0,0,容天鵬,69,69
222,喜喜利高,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,何良,52,52
223,喜報,紐西蘭,5,2017,栗,閹,"$124,200","$1,356,600",1,2,2,10,姚本輝,58,58
224,喜報圍家,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,2,黎昭昇,63,65
225,喜妙星,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,容天鵬,52,52
226,喜快,澳洲,5,2017,棗,閹,$0,"$565,200",0,0,2,10,黎昭昇,59,59
227,喜悅一生,英國,3,2019,灰,閹,"$64,800","$166,800",0,0,0,6,鄭俊偉,47,52
228,喜悅精靈,澳洲,5,2017,棗／棕,閹,"$162,000","$1,316,400",0,2,6,17,賀賢,40,43
229,喜愛善,澳洲,5,2017,棗,閹,$0,"$468,000",0,1,2,11,蘇偉賢,47,52
230,喜旺駒,澳洲,4,2018,棗,閹,"$884,400","$4,135,800",4,1,2,9,方嘉柏,82,81
231,喜盈於心,澳洲,4,2018,棕,閹,$0,"$265,200",0,1,0,8,文家良,43,48
232,喜蓮勇感,愛爾蘭,2,2020,棗,閹,$0,$0,0,0,0,0,沈集成,,
233,喜蓮心星,澳洲,5,2017,棗,閹,"$64,800","$575,050",0,0,2,14,大衛希斯,56,58
234,喜蓮慧星,愛爾蘭,5,2017,棗,閹,"$227,700","$3,661,600",2,2,3,29,告東尼,58,66
235,喜譽寶,澳洲,5,2017,棗,閹,$0,"$1,841,650",1,1,1,13,蔡約翰,75,81
236,喜駿之星,澳洲,7,2015,棗,閹,"$729,000","$4,654,310",3,8,5,38,文家良,56,51
237,喜駿風采,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,文家良,52,52
238,喜駿駒,紐西蘭,6,2016,棗,閹,"$1,479,000","$9,998,000",3,8,5,31,蔡約翰,92,91
239,嘉應之星,英國,7,2015,棗,閹,"$600,000","$30,625,375",4,11,6,45,告東尼,112,117
240,嘉應勇士,澳洲,4,2018,棕,閹,$0,$0,0,0,0,0,葉楚航,52,52
