,HorseName,HorseOrigin,Age,YearOfBirth,Color,Sex,H_SeasonalStake,H_TotalStake,H_1st,H_2nd,H_3rd,H_Total,Trainer,CurrentRating,StartofTheSeasonRating
241,嘉應威風,英國,2,2020,黑,閹,$0,$0,0,0,0,0,告東尼,65,65
242,嘉應精神,澳洲,5,2017,栗,閹,"$1,598,850","$2,506,850",3,0,2,11,沈集成,67,56
243,嘉應精英,澳洲,7,2015,棗,雄,"$158,400","$7,979,640",7,4,2,28,容天鵬,93,93
244,嘉應輝煌,澳洲,4,2018,棕,閹,$0,$0,0,0,0,0,大衛希斯,52,52
245,噴火龍,澳洲,8,2014,棗,閹,"$237,600","$5,344,875",4,5,7,56,苗禮德,36,41
246,四喜鳥,澳洲,3,2019,棕,閹,$0,$0,0,0,0,0,黎昭昇,52,52
247,四季喜,紐西蘭,5,2017,棗,閹,$0,"$1,900,950",2,2,0,12,丁冠豪,62,66
248,國士無雙,紐西蘭,5,2017,棕,閹,$0,"$1,596,400",2,1,1,12,方嘉柏,58,59
249,國大合,澳洲,4,2018,棕,閹,$0,$0,0,0,0,4,葉楚航,44,49
250,團結一心,紐西蘭,4,2018,棗／棕,閹,$0,$0,0,0,0,1,大衛希斯,52,52
251,團結即勝,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,姚本輝,52,52
252,團結精神,澳洲,8,2014,栗,閹,$0,"$7,756,900",6,7,4,53,大衛希斯,66,71
253,地標圖形,日本,3,2019,栗,雄,"$680,000","$680,000",0,0,0,1,木村哲也,,
254,坪山之星,澳洲,3,2019,棗／棕,閹,$0,$0,0,0,0,0,鄭俊偉,52,52
255,坪山新星,紐西蘭,7,2015,棗,閹,$0,"$2,256,750",2,3,8,34,鄭俊偉,30,30
256,型到爆,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,0,羅富全,52,52
257,堅又威,澳洲,3,2019,棕,閹,$0,$0,0,0,0,0,姚本輝,52,52
258,堅有利,紐西蘭,4,2018,灰,閹,$0,$0,0,0,0,0,沈集成,52,52
259,場長勝,澳洲,5,2017,棕,閹,"$237,600","$539,200",0,2,0,10,韋達,45,43
260,塑料輝煌,澳洲,5,2017,棗,閹,$0,$0,0,0,0,2,丁冠豪,48,51
261,增有,澳洲,4,2018,棗,閹,"$379,500","$560,050",0,1,1,7,賀賢,73,73
262,壹喜,愛爾蘭,3,2019,棗,閹,$0,"$284,750",0,1,1,3,羅富全,53,54
263,夏威夷,愛爾蘭,7,2015,棗,閹,"$575,000","$45,982,450",8,5,4,29,蔡約翰,121,123
264,多利多,澳洲,4,2018,棗,閹,$0,$0,0,0,0,6,蘇偉賢,33,36
265,多利神駒,巴西,4,2018,栗,雄,"$577,875","$1,676,875",1,1,1,11,韋達,68,68
266,多多光彩,澳洲,4,2018,棗,閹,$0,$0,0,0,0,8,苗禮德,34,40
267,多多勇駒,澳洲,5,2017,棗,閹,"$1,116,250","$2,058,250",1,1,3,12,苗禮德,73,68
268,多多歡笑,澳洲,5,2017,棗,閹,"$302,400","$1,298,100",0,3,4,18,方嘉柏,44,42
269,多多配合,澳洲,5,2017,棗／棕,閹,$0,$0,0,0,0,8,容天鵬,48,51
270,多巴先生,澳洲,5,2017,灰,閹,"$1,023,500","$9,264,500",2,0,4,11,方嘉柏,114,109
271,多心星,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,方嘉柏,52,52
272,夢巴黎,紐西蘭,6,2016,棗,閹,$0,"$1,428,700",1,1,0,11,伍鵬志,64,69
273,夢幻紀錄,澳洲,4,2018,棗,閹,$0,$0,0,0,0,5,丁冠豪,40,45
274,夢想成金,紐西蘭,6,2016,棗,閹,"$121,275","$9,675,965",7,1,2,22,羅富全,100,101
275,夢照發,愛爾蘭,2,2020,棗,閹,$0,$0,0,0,0,0,沈集成,,
276,大力猴王,澳洲,4,2018,棗／棕,閹,"$345,375","$455,275",0,0,1,5,韋達,70,74
277,大勢至富,澳洲,5,2017,棕,閹,"$379,500","$1,627,500",2,1,0,10,姚本輝,64,61
278,大千世界,澳洲,3,2019,栗,閹,$0,$0,0,0,0,0,徐雨石,65,65
279,大千眼界,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,1,方嘉柏,52,52
280,大地歡笑,紐西蘭,6,2016,棗,閹,$0,"$36,400",0,0,0,11,容天鵬,46,48
281,大學生,愛爾蘭,3,2019,棗,閹,$0,$0,0,0,0,1,韋達,80,80
282,大家開心,澳洲,6,2016,棗,閹,"$499,500","$1,575,700",2,0,3,20,文家良,41,38
283,大師級,澳洲,7,2015,棗,閹,$0,"$3,665,300",4,0,2,35,丁冠豪,56,56
284,大才,澳洲,5,2017,棗,閹,"$1,086,750","$1,860,100",2,0,1,8,葉楚航,71,66
285,大數據,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,姚本輝,52,52
286,大登殿,紐西蘭,5,2017,棗,閹,"$64,800","$454,800",0,1,0,11,容天鵬,53,57
287,大眾勝利,澳洲,5,2017,棗,閹,"$60,375","$2,768,975",2,5,1,19,羅富全,65,71
288,大眾開心,紐西蘭,6,2016,棗,閹,"$638,000","$6,320,000",5,5,0,23,羅富全,90,88
289,大紅心,愛爾蘭,5,2017,棗,閹,$0,"$1,308,000",2,0,0,20,葉楚航,41,50
290,大紅袍,紐西蘭,5,2017,灰,閹,"$379,500","$1,302,000",1,1,1,11,羅富全,66,67
291,大道至正,法國,7,2015,棗,閹,"$1,593,000","$7,303,375",5,3,9,53,鄭俊偉,60,50
292,大道至簡,澳洲,5,2017,棕,閹,$0,$0,0,0,0,7,鄭俊偉,26,29
293,天下有才,澳洲,4,2018,棗,閹,$0,$0,0,0,0,1,大衛希斯,52,52
294,天乙貴人,澳洲,5,2017,棗,閹,$0,$0,0,0,0,0,苗禮德,63,63
295,天使獵人,澳洲,5,2017,棕,閹,$0,$0,0,0,0,8,文家良,40,40
296,天分高,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,2,方嘉柏,50,52
297,天地同欣,澳洲,3,2019,棗,閹,$0,$0,0,0,0,1,徐雨石,52,52
298,天外飛天,紐西蘭,4,2018,棗,閹,"$275,400","$1,107,400",1,1,2,8,大衛希斯,58,58
299,天外驚天,紐西蘭,4,2018,棗,閹,"$37,800","$386,200",0,1,1,8,大衛希斯,48,54
300,天天得樂,紐西蘭,5,2017,棗,閹,"$1,220,850","$3,285,850",3,1,5,22,何良,69,60
301,天天智庫,澳洲,6,2016,棕,閹,"$28,350","$498,350",0,2,0,22,容天鵬,31,33
302,天寅合一,澳洲,6,2016,棗,閹,"$703,000","$1,692,100",1,1,1,13,告東尼,67,65
303,天時明駒,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,容天鵬,52,52
304,天池怪俠,紐西蘭,8,2014,棕,閹,"$519,500","$9,931,350",6,7,4,58,蘇偉賢,81,85
305,天火同人,澳洲,5,2017,棗,閹,"$60,375","$3,397,225",3,2,3,18,韋達,67,71
306,天行健,澳洲,5,2017,栗,閹,$0,"$2,269,800",1,4,0,18,文家良,68,71
307,天足貓,澳洲,4,2018,棗,閹,"$877,500","$997,100",1,2,1,12,伍鵬志,45,39
308,天駟,澳洲,6,2016,棗,閹,"$841,000","$5,898,250",4,0,4,20,羅富全,89,90
309,太新鮮,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,1,蘇偉賢,52,52
310,太陽拍檔,澳洲,5,2017,黑,閹,$0,"$650,000",0,1,3,7,姚本輝,54,54
311,奇妙之春,紐西蘭,5,2017,棗,閹,$0,$0,0,0,0,8,徐雨石,31,31
312,奇妙年華,愛爾蘭,4,2018,棗,閹,"$162,000","$1,103,200",1,1,1,15,韋達,42,45
313,奇寶,愛爾蘭,4,2018,棗,閹,$0,"$946,400",1,1,0,9,蔡約翰,61,61
314,奪陣,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,姚本輝,52,52
315,奮鬥傳奇,紐西蘭,3,2019,栗,閹,$0,$0,0,0,0,0,蘇偉賢,52,52
316,奮鬥大師,紐西蘭,4,2018,棕,閹,$0,$0,0,0,0,0,姚本輝,52,52
317,奮鬥雄才,澳洲,5,2017,棗,閹,$0,"$438,400",0,1,1,18,葉楚航,41,47
318,奮鬥齊心,南非,7,2015,棗,閹,$0,"$1,380,600",2,1,0,26,徐雨石,52,55
319,好友利,澳洲,7,2015,棗,閹,$0,"$2,759,670",4,0,2,43,徐雨石,31,37
320,好友寶,澳洲,4,2018,栗,閹,$0,$0,0,0,0,3,徐雨石,46,51
321,好友精神,澳洲,5,2017,棗,閹,$0,$0,0,0,0,9,葉楚航,29,37
322,好好彩彩,澳洲,8,2014,棗,閹,"$37,800","$3,197,590",3,4,1,34,蘇偉賢,49,57
323,好好心得,澳洲,6,2016,棗,閹,"$888,800","$4,142,750",3,3,1,20,伍鵬志,88,83
324,好好達人,紐西蘭,3,2019,棗,雄,$0,$0,0,0,0,0,葉楚航,52,52
325,好拍檔,紐西蘭,5,2017,棗,閹,"$1,978,350","$3,744,150",4,3,0,15,賀賢,74,60
326,好掂水,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,韋達,,
327,好玩奇兵,紐西蘭,4,2018,棗,閹,"$124,200","$124,200",0,0,1,1,沈集成,52,52
328,好玩福星,紐西蘭,6,2016,棗,閹,$0,"$3,252,050",3,4,0,16,何良,68,74
329,好瑪好馬,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,6,賀賢,39,44
330,好眼光,澳洲,6,2016,棗,閹,"$5,580,000","$16,629,000",7,4,0,22,蔡約翰,117,113
331,好運寶馬,澳洲,5,2017,棕,閹,$0,"$2,505,450",3,0,3,14,何良,63,67
332,妙嘉輝,紐西蘭,4,2018,棗／棕,閹,$0,$0,0,0,0,1,徐雨石,52,52
333,妙玲瓏,澳洲,3,2019,棗,雄,$0,$0,0,0,0,2,沈集成,68,70
334,妙算歡騰,澳洲,5,2017,棕,閹,$0,"$1,185,600",2,0,0,11,丁冠豪,57,58
335,威之星,澳洲,6,2016,棗,閹,"$473,775","$1,371,675",0,2,4,18,賀賢,61,59
336,威力奔騰,紐西蘭,5,2017,栗,閹,"$60,375","$3,035,775",4,0,0,5,賀賢,78,78
337,威力星,澳洲,4,2018,栗,閹,$0,$0,0,0,0,6,告東尼,40,49
338,威力欣賞,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,2,姚本輝,50,52
339,威力飛彈,澳洲,5,2017,棗,閹,"$64,800","$64,800",0,0,0,6,黎昭昇,54,58
340,威力飛馳,澳洲,6,2016,棗,閹,$0,"$1,088,400",1,1,1,25,賀賢,43,44
341,威妙星,澳洲,6,2016,棗,閹,"$918,000","$2,715,200",2,5,2,19,容天鵬,60,53
342,威威鬥士,愛爾蘭,4,2018,棗,閹,"$976,320","$2,105,920",2,2,1,20,呂健威,64,62
343,威武勇駒,愛爾蘭,4,2018,棗,閹,"$37,800","$256,200",0,0,1,8,賀賢,43,49
344,威武寶寶,紐西蘭,3,2019,棕,閹,$0,$0,0,0,0,0,賀賢,52,52
345,威武覺醒,澳洲,4,2018,棗,閹,"$2,461,150","$3,173,550",3,2,1,10,呂健威,74,58
346,威進駒,澳洲,9,2013,棗,閹,"$653,400","$6,497,400",5,6,5,58,呂健威,47,42
347,威馬先生,澳洲,5,2017,栗,閹,"$198,375","$198,375",0,0,1,4,韋達,59,63
348,嫡愛心,澳洲,3,2019,棕,閹,"$124,200","$124,200",0,0,1,2,蔡約翰,52,52
349,存喜心,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,2,蔡約翰,50,52
350,宇宙動力,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,伍鵬志,52,52
351,安力寶,紐西蘭,4,2018,棕,閹,"$1,355,400","$1,355,400",2,0,1,5,蔡約翰,62,48
352,安定日子,澳洲,4,2018,栗,閹,$0,$0,0,0,0,0,高伯新,52,52
353,安寶,愛爾蘭,4,2018,棗,閹,$0,"$36,400",0,0,0,12,黎昭昇,32,35
354,安帥,愛爾蘭,4,2018,栗,閹,"$598,500","$692,700",0,1,0,7,賀賢,62,61
355,安泰,英國,2,2020,棗,閹,$0,$0,0,0,0,0,蔡約翰,64,64
356,安田之寶,紐西蘭,5,2017,棗,閹,$0,"$614,200",0,2,2,14,丁冠豪,36,37
357,安耀,愛爾蘭,4,2018,棗,閹,$0,"$54,950",0,0,0,3,高伯新,58,58
358,安遇,愛爾蘭,3,2019,棕,閹,"$1,566,375","$2,461,275",2,0,2,9,文家良,74,69
359,安采,澳洲,7,2015,棕／灰,閹,"$101,500","$4,636,500",1,3,3,26,蘇偉賢,85,89
360,安頌,英國,6,2016,棕,閹,"$836,000","$3,768,250",2,3,3,29,蘇偉賢,70,67
361,宏才,澳洲,4,2018,栗,閹,$0,$0,0,0,0,4,大衛希斯,57,63
362,宜春火力,愛爾蘭,3,2019,棗,閹,"$60,375","$60,375",0,0,0,4,韋達,59,64
363,宜春輝煌,澳洲,6,2016,棗／棕,閹,"$152,775","$3,540,625",3,1,1,24,韋達,80,81
364,家樂飛駒,愛爾蘭,6,2016,灰,閹,$0,"$1,328,300",1,1,2,25,賀賢,60,60
365,富存大師,澳洲,6,2016,棗,閹,"$76,950","$906,950",1,0,0,22,黎昭昇,25,30
366,富存英雄,澳洲,6,2016,栗,閹,"$461,700","$1,890,600",3,0,3,27,高伯新,32,29
367,富存鉅星,紐西蘭,6,2016,棗,閹,$0,$0,0,0,0,11,丁冠豪,15,26
368,富高八斗,澳洲,7,2015,棗,閹,"$186,840","$4,952,515",3,8,7,37,姚本輝,60,60
369,實力哥,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,大衛希斯,,
370,實力派,紐西蘭,5,2017,棗,閹,"$163,875","$893,925",0,1,1,10,賀賢,67,68
371,寶成智勝,紐西蘭,6,2016,棗,閹,"$1,504,800","$8,123,250",6,3,3,21,姚本輝,96,90
372,寶賢得得,澳洲,5,2017,灰,閹,"$3,467,500","$5,288,750",4,1,6,21,方嘉柏,86,63
373,寶麗生輝,澳洲,5,2017,棗,閹,$0,"$454,800",0,1,1,9,大衛希斯,43,47
374,將俠,紐西蘭,6,2016,棗,閹,"$103,500","$4,084,250",3,4,4,21,告東尼,69,74
375,將王,愛爾蘭,5,2017,棗,閹,"$1,122,000","$29,198,250",2,3,2,18,韋達,120,122
376,將臣,澳洲,2,2020,棕,雄,$0,$0,0,0,0,0,告東尼,,
377,專一,愛爾蘭,6,2016,棗,閹,$0,"$1,734,760",0,3,5,31,葉楚航,42,46
378,尊才,愛爾蘭,5,2017,灰,閹,"$178,200","$334,800",0,1,0,15,葉楚航,35,36
379,對衡之星,澳洲,6,2016,棗,閹,"$783,000","$2,302,800",2,1,4,21,韋達,58,52
380,小刺蛋,澳洲,4,2018,棗,閹,$0,$0,0,0,0,1,苗禮德,52,52
381,小玩家,紐西蘭,6,2016,棗,閹,"$93,150","$304,150",0,0,1,19,黎昭昇,25,24
382,小神仙,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,姚本輝,52,52
383,小霸王,澳洲,4,2018,棗,閹,$0,$0,0,0,0,5,容天鵬,43,51
384,小鳥,紐西蘭,4,2018,灰,閹,$0,$0,0,0,0,0,呂健威,52,52
385,少爺仔,澳洲,5,2017,棗,閹,"$158,400","$4,295,100",3,1,2,13,高伯新,82,85
386,展宏圖,愛爾蘭,2,2020,棗,雄,$0,$0,0,0,0,0,韋達,76,76
387,山海小區,德國,4,2018,栗,雄,$0,$0,0,0,0,1,錫丹璧,,
388,峰爭,澳洲,5,2017,棗／棕,閹,$0,"$2,047,800",2,1,2,24,羅富全,50,50
389,川河冠駒,愛爾蘭,4,2018,棗,閹,"$750,500","$1,880,900",0,3,2,18,方嘉柏,61,65
390,川河虎駒,澳洲,4,2018,棕,閹,$0,$0,0,0,0,0,黎昭昇,,
391,川河首駒,澳洲,4,2018,栗,閹,$0,$0,0,0,0,0,方嘉柏,69,69
392,巴基之友,澳洲,8,2014,栗,閹,"$189,000","$5,013,650",5,2,4,38,蘇偉賢,45,46
393,巴基勇士,愛爾蘭,5,2017,灰,閹,$0,"$196,500",0,0,1,16,蘇偉賢,18,24
394,巴薩諾瓦,愛爾蘭,3,2019,栗,閹,$0,"$274,750",0,0,1,7,方嘉柏,77,81
395,巴閉哥,澳洲,4,2018,栗,閹,"$2,043,625","$2,043,625",1,0,0,2,呂健威,69,63
396,帖木兒,澳洲,8,2014,棗,閹,$0,"$6,643,950",4,0,7,27,方嘉柏,88,88
397,帝豪之星,澳洲,5,2017,棕,閹,$0,"$1,284,400",2,0,0,14,沈集成,53,53
398,帝豪大師,紐西蘭,6,2016,棕,閹,"$554,850","$2,939,090",3,3,5,32,沈集成,41,40
399,帝豪寶寶,紐西蘭,9,2013,棗,閹,"$656,100","$11,246,325",7,13,7,74,沈集成,59,59
400,帝豪寶駒,紐西蘭,8,2014,棗,閹,"$28,350","$1,860,890",2,2,5,38,蘇偉賢,23,27
401,帥男,愛爾蘭,5,2017,棗,閹,"$93,150","$93,150",0,0,1,16,鄭俊偉,22,28
402,常常有餘,澳洲,4,2018,棕,閹,"$207,000","$2,177,350",2,0,1,9,方嘉柏,76,77
403,常得福,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,1,蘇偉賢,52,52
404,常拼常勇,愛爾蘭,5,2017,棗,閹,$0,"$4,209,000",1,2,1,13,苗禮德,85,89
405,平常心,澳洲,6,2016,栗,閹,"$490,875","$8,235,875",5,1,2,26,蘇偉賢,89,92
406,平海掌星,澳洲,6,2016,棗,閹,$0,"$7,298,670",6,3,1,26,蔡約翰,72,76
407,平海歡星,澳洲,7,2015,灰,閹,"$2,026,050","$5,626,300",4,3,1,28,蔡約翰,84,77
408,平行時空,法國,4,2018,栗,閹,$0,"$323,000",0,1,0,12,鄭俊偉,49,57
409,年少有威,澳洲,4,2018,棗,閹,"$853,200","$1,082,000",1,2,0,5,羅富全,61,54
410,年年友福,澳洲,4,2018,棕,閹,$0,$0,0,0,0,1,鄭俊偉,52,52
411,年年有裕,澳洲,5,2017,栗,閹,$0,"$228,800",0,1,0,2,姚本輝,54,54
412,年年豐盛,紐西蘭,4,2018,棗,閹,"$615,600","$1,499,600",2,1,0,7,姚本輝,64,59
413,幸福人生,澳洲,5,2017,棗,閹,$0,$0,0,0,0,9,文家良,47,48
414,幸福笑容,英國,6,2016,棗,閹,"$1,290,000","$26,553,600",4,4,3,27,沈集成,110,114
415,幸福老撾,愛爾蘭,5,2017,棗,閹,$0,"$5,340,200",3,1,0,24,鄭俊偉,69,72
416,幸福至上,愛爾蘭,4,2018,棗,閹,$0,"$2,735,750",2,1,2,11,沈集成,84,84
417,幸運之神,澳洲,4,2018,栗,閹,"$853,200","$1,071,600",1,1,1,7,方嘉柏,60,51
418,幸運傳奇,澳洲,6,2016,栗,閹,"$1,719,500","$5,881,110",4,5,4,28,羅富全,83,68
419,幸運勝駒,澳洲,6,2016,棕,閹,"$461,700","$1,959,900",4,0,1,25,丁冠豪,41,36
420,幸運天賜,澳洲,5,2017,棗,閹,"$189,000","$345,000",0,0,2,8,容天鵬,44,43
421,幸運旅程,澳洲,5,2017,棗,閹,"$860,550","$2,504,450",3,1,2,16,羅富全,64,61
422,幸運有您,澳洲,5,2017,棗,閹,"$2,112,000","$7,933,200",5,3,2,14,大衛希斯,99,92
423,幸運精選,澳洲,8,2014,栗,閹,"$64,800","$3,787,480",4,3,7,40,容天鵬,51,53
424,幸運雄威,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,0,容天鵬,52,52
425,幸運飛彈,紐西蘭,6,2016,棗,閹,$0,"$2,395,345",3,2,3,32,賀賢,43,48
426,度身訂做,英國,6,2016,栗,閹,"$513,000","$2,884,795",3,7,0,41,方嘉柏,47,46
427,建測羣英,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,1,伍鵬志,67,67
428,張燈結綵,英國,5,2017,棕,閹,$0,"$3,468,130",3,0,2,23,蔡約翰,68,76
429,彩虹之光,愛爾蘭,5,2017,灰,閹,"$810,000","$2,405,800",2,3,2,20,韋達,56,54
430,彩虹千里,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,羅富全,75,75
431,影疾,紐西蘭,7,2015,灰,閹,"$490,050","$2,195,330",2,2,3,33,葉楚航,42,36
432,得力寶駒,美國,4,2018,栗,閹,"$270,000","$1,673,500",1,2,3,19,呂健威,48,55
433,得勝多,紐西蘭,5,2017,棗,閹,"$167,400","$2,678,550",3,2,1,23,姚本輝,54,58
434,得意佳作,紐西蘭,4,2018,棗,閹,$0,"$301,600",0,0,2,8,姚本輝,46,49
435,得意醒,紐西蘭,4,2018,棕,閹,$0,$0,0,0,0,1,姚本輝,52,52
436,從所願,紐西蘭,5,2017,棕,閹,$0,"$72,800",0,0,0,10,高伯新,35,43
437,心之行,澳洲,5,2017,棗,閹,"$976,800","$5,250,850",2,5,4,19,呂健威,83,84
438,心想事成,澳洲,4,2018,棗,閹,"$124,200","$124,200",0,0,1,6,高伯新,43,48
439,心花放,法國,3,2019,棗,閹,$0,$0,0,0,0,0,高伯新,63,63
440,必先生,南非,5,2017,棗／棕,雄,"$163,875","$258,075",0,0,0,8,苗禮德,60,67
441,必跑得,澳洲,4,2018,栗,閹,"$275,400","$406,000",0,1,0,15,大衛希斯,42,44
442,必長勝,紐西蘭,6,2016,棗,閹,$0,"$7,162,500",4,3,3,20,文家良,98,98
443,志勝時機,紐西蘭,6,2016,棗,閹,"$379,500","$4,288,800",3,2,3,17,蔡約翰,79,80
444,志友盈,澳洲,4,2018,棗,閹,"$124,200","$899,000",1,0,2,8,姚本輝,58,58
445,忠肝義膽,澳洲,4,2018,棗,閹,$0,"$828,300",1,0,1,10,黎昭昇,66,67
446,忠誠駒,愛爾蘭,5,2017,棗,閹,$0,"$2,289,850",1,4,3,21,羅富全,63,66
447,快一步,澳洲,5,2017,棗／棕,閹,"$349,920","$1,889,800",1,3,2,20,伍鵬志,46,45
448,快勝的,澳洲,4,2018,棗,閹,$0,$0,0,0,0,3,大衛希斯,47,52
449,快如龍,澳洲,3,2019,棕,閹,"$37,800","$37,800",0,0,0,1,黎昭昇,52,52
450,快快發,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,伍鵬志,52,52
451,快感,澳洲,3,2019,栗,閹,$0,$0,0,0,0,0,高伯新,52,52
452,快搏,澳洲,5,2017,棗,閹,"$332,500","$1,588,500",1,0,3,12,賀賢,75,74
453,快樂鐘聲,澳洲,4,2018,棗,閹,$0,$0,0,0,0,3,鄭俊偉,46,51
454,快步速,澳洲,7,2015,棗,閹,$0,"$4,858,365",4,4,6,39,方嘉柏,51,53
455,快狠準,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,賀賢,52,52
456,快錢,澳洲,3,2019,棗,閹,"$102,600","$102,600",0,0,0,2,蔡約翰,51,52
457,快首快腳,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,文家良,52,52
458,快馬加鞭,澳洲,2,2020,棕,閹,$0,$0,0,0,0,0,丁冠豪,,
459,怡勁力,澳洲,3,2019,棕,閹,$0,$0,0,0,0,0,黎昭昇,64,64
460,怡心聲,澳洲,5,2017,棗,閹,"$1,119,300","$3,135,100",4,1,0,20,姚本輝,68,59
461,怡昌勇士,澳洲,6,2016,棗,閹,"$615,600","$1,656,000",2,1,0,18,賀賢,48,43
462,怡昌勇駒,愛爾蘭,4,2018,棗,閹,$0,$0,0,0,0,9,苗禮德,29,37
463,怪獸奇兵,紐西蘭,5,2017,棗,閹,"$782,800","$4,217,260",3,4,1,21,文家良,66,69
464,怪獸豪俠,紐西蘭,4,2018,棕,閹,$0,$0,0,0,0,6,何良,40,51
465,恆駿之寶,愛爾蘭,4,2018,栗,閹,$0,$0,0,0,0,9,蘇偉賢,29,34
466,恐龍仔,澳洲,4,2018,栗,閹,$0,$0,0,0,0,0,容天鵬,52,52
467,悅風雲,南非,6,2016,棗,閹,"$955,800","$1,047,150",1,1,0,22,丁冠豪,58,53
468,悠悠我心,紐西蘭,3,2019,栗,閹,$0,$0,0,0,0,0,賀賢,52,52
469,想見你,澳洲,4,2018,棕,閹,"$340,200","$1,099,400",0,3,2,13,沈集成,51,53
470,愛任性,紐西蘭,4,2018,棗,閹,$0,$0,0,0,0,6,丁冠豪,39,44
471,愛馬善,紐西蘭,3,2019,棗,閹,$0,$0,0,0,0,0,鄭俊偉,52,52
472,慶萬家,紐西蘭,4,2018,棗,閹,"$733,050","$733,050",1,1,1,11,何良,35,28
473,慷慨友,澳洲,4,2018,棕,閹,$0,$0,0,0,0,2,葉楚航,49,52
474,成功星駒,南非,7,2015,棗,閹,"$93,150","$1,362,600",2,2,1,21,高伯新,27,29
475,成功財富,澳洲,5,2017,棗,閹,"$313,200","$313,200",0,0,2,10,丁冠豪,53,54
476,成才,愛爾蘭,8,2014,棗,閹,"$615,600","$6,917,900",7,4,8,73,大衛希斯,57,58
477,我為您,紐西蘭,4,2018,栗,閹,$0,$0,0,0,0,1,伍鵬志,52,52
478,戰熊三千,紐西蘭,6,2016,棗,閹,"$103,500","$4,830,315",4,4,6,30,賀賢,68,70
479,戰舞者,日本,5,2017,栗,雄,$0,"$2,600,000",0,0,1,1,堀宣行,,
480,戰鬥英雄,澳洲,6,2016,棗,閹,$0,"$4,133,295",4,4,6,42,方嘉柏,58,67
481,投資有利,澳洲,5,2017,棗,閹,$0,$0,0,0,0,12,鄭俊偉,30,34
482,拉丁城市,日本,5,2017,棗,雌,$0,"$5,280,000",0,1,0,2,松下武士,,
483,拍馬難追,南非,6,2016,棗,閹,"$60,375","$900,325",0,2,0,12,苗禮德,66,70
484,指數定律,愛爾蘭,4,2018,棗,雄,"$3,000,000","$3,000,000",0,0,1,1,凌靄琛,,
485,捷報,英國,5,2017,栗,閹,"$145,800","$1,015,850",0,2,2,29,方嘉柏,27,37
486,揚威四方,澳洲,4,2018,棗,閹,$0,$0,0,0,0,8,何良,29,35
487,揚揚大道,澳洲,4,2018,棗,閹,"$167,400","$292,200",0,0,0,11,羅富全,42,43
488,摘星光輝,澳洲,6,2016,棗,閹,"$93,150","$756,150",1,1,1,20,鄭俊偉,39,40
